"Seller","Case","Style","Case Length (mm)","Case Width (mm)","Case Height (mm)","Volume (L)","Footprint (cm2)","Weight (kg)","Side Panel","Case Material","CPU Cooler Height (mm)","AIO / Radiator Support","GPU Riser","GPU Length (mm)","GPU Width (mm)","GPU Height / Thickness (mm)","PCIe Slot","LP PCIe Slot","Motherboard","PSU","2.5"" Drive","3.5"" Drive","5.25"" Drive","40 mm Fan","60 mm Fan","80 mm Fan","92 mm Fan","120 mm Fan","140 mm Fan","180 mm Fan","200 mm Fan","USB-A 2.0 I/O","USB-A 3.2 Gen 1 (5Gbps) I/O","USB-C I/O","3.5mm Jack I/O","Price (CNY)","Price (USD)","SFF.Net Link","SFFPC Wiki Link","Status","Last Update",""
"HYTE","Revolt 3","Classic","253","178","409","18.42","450.34","6.3","Al","Al + Steel","140","120 / 140 / 240 / 280","-","335","140","60","3","-","mITX","SFX / SFX-L","2","1","-","-","-","1","-","0 to 2","0 to 2","-","-","-","2","1","Y","","129.00","","Link","","19 Sep 2021",""
"Deng Studio","F12PRO","Classic","347","195","273","18.47","676.65","8","Glass","3-8mm 6061-T6 Al","165","120 / 240","-","337","170","65","3","-","mITX","SFX / SFX-L","4","?","-","-","-","-","-","1","2","-","-","-","-","1","-","1,599.00","221.27","","","","30 Apr 2022",""
"EVGA","Hadron Hydro","Classic","308","169","355","18.48","520.52","","Acrylic","Steel","140","?","-","267","114.3","40","2","-","mITX","1U","","0 to 2","-","-","-","-","-","2","-","-","-","-","2","-","Y","","189.99","","","","15 Jan 2022",""
"POLARCASE","SC","Classic","316","190","310","18.61","600.40","2.6","Acrylic","Al","160","120 / 140","-","308","165","40","2","-","mITX","SFX / SFX-L","4","1","-","-","-","2","-","2","1","-","-","-","2","-","-","899.00","124.40","","","","03 Sep 2021",""
"Nanoxia","Project S Mini Rev B","Console","309","502","120","18.61","1551.18","","Glass","Al","65","-","Y","267","","40","2","-","mITX","SFX / SFX-L","2","1","-","-","3","0 to 2","-","-","-","-","-","-","2","1","Y","","129.99","","","","",""
"Mechanic Master","Logicube iF17","Classic","346","189","285","18.64","653.94","3.75","Glass / Steel","0.8-1mm SPCC Steel","142","120 / 140 / 240 / 280","-","330","142","80","4","-","mITX / mATX","SFX / SFX-L / ATX","","0 to 1","-","-","-","0 to 2","0 to 2","2 to 5","-","-","-","-","1","1","Y","","","","","","",""
"Golden Field","M3S","Classic","330","172","330","18.73","567.60","2.7","Glass","Al","130","120 / 240","-","275","135","80","4","-","mITX / mATX (244x226)","SFX / ATX","","0 to 2","-","-","-","1","-","1 to 3","-","-","-","-","2","-","Y","","69.99","","","","02 Jan 2022",""
"Artesian Builds","Avium","Console","335","500","112","18.76","1675.00","4.54","Glass / Wood","Wood","60","120 / 240","Y","305","150","60","3","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","2","-","-","-","-","-","-","-","","288.00","","","Discontinued","14 Mar 2022",""
"REVOCCASES","RCC-BIG2 (18.8L)","Classic","273","186","370","18.79","507.78","","Al","Al","158","140 / 280","-","340","168","83","4","-","mITX / mDTX","SFX / SFX-L","","-","-","-","-","-","-","1","5","-","-","-","-","-","-","","142.80","Link","","Discontinued","",""
"Shiny Snake","G400","Classic","352","188","285","18.86","661.76","5.5","Mesh","Al + SPCC Steel","164","120 / 240","-","345","169","80","4","-","mITX / mATX","SFX / SFX-L / ATX","","0 to 2","-","-","-","-","-","5","-","-","-","-","1","1","-","399.00","55.21","","","","",""
"Raijintek","Ophion Evo","Sandwich","375","174","290","18.92","652.50","3.56","Al / Glass","2mm Al + 0.8mm SPCC Steel","90","120 / 240","Y","338","161","58","2","-","mITX","ATX","","0 to 1","-","-","-","-","-","3","-","-","-","-","1","1","-","","144.90","","","","02 Jan 2022",""
"ZZAW","C1S","Classic","283","186","360","18.95","526.38","2.19","Glass","Al","161","120 / 240","-","259","163","88","4","-","mITX / mATX","ATX","2","1","-","-","-","-","-","5","-","-","-","-","1","1","Y","398.00","55.07","","","","06 Feb 2023",""
"CASELAIR","H'z Mk5A","Classic","330.8","169","339","18.95","559.05","","Al / Glass","Al","141","120","-","320","146","80","4","-","mITX / mDTX / mATX / ATX / E-ATX (305x280)","SFX / SFX-L","1","1","-","-","-","2","-","3","-","-","-","-","-","1","-","2,099.00","290.45","","","","17 Jul 2022",""
"CASELAIR","H'z Mk5L","Classic","330.8","169","339","18.95","559.05","","Al / Glass","Al","141","120 / 140 / 240 / 280","-","320","146","80","4","-","mITX / mDTX / mATX","SFX","1","1","-","-","-","-","1","2 to 4","0 to 2","-","-","-","-","1","-","2,199.00","304.29","","","","17 Jul 2022",""
"Warhead Design","Treasure V1.2","NAS","280","295","230","19.00","826.00","2.5","Al","Al","80","120 / 240","-","280","80","80","","4","mITX / mATX","Flex ATX / SFX / SFX-L / ATX","4","8","-","-","-","-","-","4","-","-","-","-","-","-","-","699.00","96.73","","","","09 May 2023",""
"Deepcool","CH160","Classic","336","200","283.5","19.05","672.00","3.3","Glass","ABS + SPCC Steel","172","120 / 240","-","305","177","65","3","-","mITX","SFX / SFX-L / ATX","","0 to 1","-","-","-","-","-","3 to 4","-","-","-","-","2","1","Y","","60.00","","","","22 Apr 2024",""
"Silverstone","SG15","Classic","366","247","211","19.07","904.02","4.25","Al","Al + Steel","182","120 / 240","-","330","148","65","3","-","mITX / mDTX","ATX","3","0 to 2","-","-","-","-","-","0 to 4","0 to 3","-","-","-","2","1","Y","","170.00","","Link","","25 Oct 2023",""
"SGPC","S18","NAS","270","343","206","19.08","926.10","","Steel","1.5-2mm Steel","47","-","-","255","","80","4","-","mITX / mDTX / mATX","Flex ATX","4","8","-","-","1","-","-","2","-","-","-","-","1","1","-","899.00","124.40","","","","",""
"Jonsbo","V4","Classic","290","238","278","19.19","690.20","2","Al","1.5mm Al","120","-","-","260","125","80","4","-","mITX / mATX","ATX","","0 to 2","-","-","-","3","-","-","-","-","-","1","1","-","Y","229.00","78.00","","","","",""
"SGPC","K99","Classic","375","158","325","19.26","592.50","","Glass","1-1.5mm SPCC Steel","135","120 / 240","-","365","140","140","7","-","mITX / mATX / ATX / E-ATX (310x270)","SFX / ATX","","0 to 2","-","-","-","-","7","-","-","-","-","-","1","1","-","159.00","22.00","","","","15 Jun 2022",""
"所及上品 电脑配件 臻","艾罗拉M40 ATX电源版","Classic","378","170","300","19.28","642.60","2","Glass","Al","135","-","-","325","140","80","4","-","mITX / mATX","ATX","1","1","-","-","-","1","-","4","-","-","-","-","1","-","-","259.00","35.84","","","Discontinued","16 Dec 2021",""
"ALmordor","Sharky 170I ITX","Sandwich","390","165","300","19.31","643.50","4.5","Al","1.5-2mm Al + 0.6-1.2mm SPCC Steel","70","120 / 140 / 240 / 280","Y","330","","60","2","-","mITX","ATX","3","0 to 1","-","-","-","-","-","0 to 2","0 to 2","-","-","-","1","1","Y","","119.99","","","","15 May 2023",""
"Mini Computers","Gecko WXL","Classic","333","205","284","19.39","682.65","2.3","Al / Glass","4mm Al","177","-","-","325","179","80","4","-","mITX / mATX","SFX / SFX-L","1","0 to 2","-","-","-","-","-","5","-","-","-","-","2","-","-","","159.00","","","Discontinued","25 Feb 2022",""
"ALmordor","SilverLining 160 ITX","Console","345","155","365","19.52","534.75","4.35","Al","1.5mm Al + 0.6-1.2mm SPCC Steel","120","120 / 240","Y","320","125","60","2","-","mITX","SFX","2","1","-","-","-","-","-","2","-","-","-","-","1","1","Y","","119.99","","","","15 May 2023",""
"ALmordor","SilverLining 160G ITX","Console","345","155","365","19.52","534.75","4.35","Al","1.5mm Al + 0.6-1.2mm SPCC Steel","120","120 / 240","Y","320","125","60","2","-","mITX","SFX","2","1","-","-","-","-","-","2","-","-","-","-","1","1","Y","","119.99","","","","15 May 2023",""
"Deng Studio","F15PRO","Classic","332","198","297","19.52","657.36","5.5","Glass","5-6mm 6061-T6 Al","165","120 / 240","-","320","170","60","2","-","mITX / mATX","SFX / ATX","","0 to 3","-","-","-","-","-","0 to 4","0 to 3","-","-","-","-","-","-","1,499.00","207.43","","","Discontinued","12 Feb 2022",""
"Fractal Design","Core 500","Classic","367","250","213","19.54","917.50","4.4","Steel","Steel","170","120 / 140 / 240 / 280","-","310","175","44","2","-","mITX / mDTX","ATX","3","3","1","-","-","-","-","0 to 3","0 to 3","-","-","-","2","-","Y","","54.99","","Link","","15 Jul 2022",""
"Silverstone","SG14","Classic","368.1","247","215","19.55","909.21","4.89","Steel","Plastic + Steel","182","120 / 240","-","330","148","65","3","-","mITX / mDTX","ATX","3","0 to 2","0 to 1","-","-","-","-","0 to 4","0 to 3","-","-","1","2","-","Y","","109.99","","Link","","25 Oct 2023",""
"Jonsbo","N4","NAS","300","286","228","19.56","858.00","3.75","Steel","0.7mm Steel + Wood","70","-","-","230","70","80","","4","mITX / mATX","SFX / SFX-L","2","6","-","-","-","-","-","1","-","-","-","-","1","1","-","","","","","","",""
"anidees","AI Atomic","Classic","390","173","290","19.57","674.70","4.2","Steel","Plastic + 0.8-1.2mm SGCC Steel","135","120 / 240","Optional","320","140","60","5","-","mITX","SFX / SFX-L","","0 to 1","-","-","-","-","2","4 to 6","-","-","-","-","2","1","Y","","79.90","","","","15 Jul 2022",""
"Protolyth","Slate-Case AQ","Sandwich","294","179","373","19.63","526.26","","Al / Glass","6061 Al","80","120 / 140 / 240 / 280","Y","325","170","70","3","-","mITX / mDTX","SFX / SFX-L","6","-","-","-","-","-","-","0 to 4","0 to 4","-","-","-","-","-","-","","325.00","Link","","","15 Apr 2022",""
"Fractal Design","Node 304","Classic","374","250","210","19.64","935.00","4.9","Steel","Al + Steel","165","120 / 140","-","310","170","45","2","-","mITX / mDTX","ATX","","0 to 6","-","-","-","0 to 2","0 to 2","0 to 1","0 to 1","-","-","-","2","-","Y","","80.00","","Link","","24 Mar 2022",""
"ZZAW","C6","Classic","398","165","299","19.64","656.70","3.9","Al","1.5-3mm Al","138","-","-","350","142","90","3","-","mITX / mATX","ATX","","0 to 2","-","-","-","0 to 1","0 to 1","3 to 4","-","-","-","-","1","1","-","998.00","138.10","","","","30 Apr 2022",""
"AZZA","PYRAMID Mini 806","Sandwich","368","368","435","19.64","1354.24","6.3","Glass","2mm Al + 1.5mm SPCC Steel","85","120","Y","280","","40","2","-","mITX","SFX","2","-","-","-","-","-","-","1","-","-","-","-","1","-","Y","","259.99","","","","",""
"Sliger","Cerberus","Classic","358","172","319","19.64","615.76","4.22","Acrylic / Al","2mm 5052 Al + 0.8mm Steel","149","120 / 140 / 240 / 280","-","330","152","100","5","-","mITX / mATX","SFX / SFX-L / ATX","2","-","-","-","-","-","-","5","3","-","-","-","2","-","-","","245.00","Link","Link","","29 Nov 2021",""
"Mini Computers","Gecko WXL V2","Classic","333","205","288","19.66","682.65","2.3","Al / Glass","4mm Al","177","-","-","325","179","80","4","-","mITX / mATX","SFX / SFX-L","1","0 to 2","-","-","-","-","-","5","-","-","-","-","2","-","-","","159.00","","","","20 Feb 2022",""
"SFFtime","MNLT","Classic","231","209","408","19.70","482.79","","Al","1.5mm Al + 0.8mm Steel","182","120","-","345","187","60","3","-","mITX / mDTX","SFX","2","-","-","-","-","-","-","2 to 4","0 to 2","-","0 to 1","-","-","-","-","","199.00","Link","","Discontinued","04 Apr 2022",""
"REVOCCASES","RCC-BIG560","Classic","335","180","328","19.78","603.00","5","Al","Al","142.9","120 / 140 / 240 / 280 / 240 + 280 / 2 x 280 / 3 x 280","-","323","147.9","100","4","-","mITX / mDTX / mATX","SFX / SFX-L","","?","-","-","-","-","-","0 to 2","4 to 6","-","-","-","-","-","-","","242.00","Link","","Discontinued","25 Jul 2023",""
"Cooler Master","Elite 130","Classic","398.5","240","207.4","19.84","956.40","3.1","Steel","Plastic + Steel","65","120","-","343","","40","2","-","mITX","ATX","","0 to 3","0 to 1","-","-","1","-","1","-","-","-","1","2","-","Y","","50.00","","Link","","24 Mar 2022",""
"SKTC","S200","Classic","354","190","295","19.84","672.60","","Al / Glass","2-4mm Al + 0.8mm Steel","163","120","-","315","168","80","4","-","mITX / mATX","ATX","","0 to 1","-","-","-","-","-","4","-","-","-","-","2","1","Y","499.00","69.05","","","","24 Mar 2022",""
"Segotep","Slath mini","Classic","230","269","321","19.86","618.70","","Glass","Al","122","120 / 240","-","200","127","40","2","-","mITX","SFX","2","0 to 1","-","-","-","-","-","4","-","-","-","-","2","1","Y","","299.00","","","","31 May 2022",""
"Jonsbo","VR3","Sandwich","255","204","382","19.87","520.20","5.28","Mesh","1-1.5mm Steel","70","120 / 140 / 240 / 280","Y","325","","60","3","-","mITX","SFX / SFX-L / ATX","2","0 to 2","-","-","-","-","-","0 to 2","0 to 2","-","-","-","1","1","-","","","","","","16 Dec 2021",""
"Cougar","QBX","Classic","384","178","291","19.89","683.52","4.5","Al","Plastic + Steel","145","120 / 240","-","350","150","60","2","-","mITX","ATX","4","1","1 (Slot)","-","-","1","1","4 to 5","-","-","-","-","2","-","Y","","54.99","","Link","","21 Apr 2024",""
"Lian Li","PC-O5","Console","384","133","390","19.92","510.72","5.4","Glass","Al","70","-","Y","190","","60","3","-","mITX","SFX","","2 to 5","1 (Slim)","-","-","-","-","-","1","-","-","-","2","-","Y","","","","","Discontinued","05 Jun 2022",""
"Streacom","DA6","Open","215","215","431","19.92","462.25","2.4","Open","6063 Al + 304 Steel","","120 / 140 / 240 / 280","Y","323","145","87","3","-","mITX","SFX / SFX-L / ATX","","9","-","Variable","Variable","Variable","Variable","Variable","Variable","-","-","-","-","1","-","","148.73","","","","25 May 2022",""
